Article ID,Article Title,Date (Article Created Date),URL
360000040707_en-us,Dashboard > Using the Dashboard on an iPad,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000040707
360000040607_en-us,Dashboard > Using the Patient Finder,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000040607
360000043728_en-us,Does the 2013 FCC TCPA Amendment Affect Automated Phone and Text Appointment Reminders?,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000043728
360000046307_en-us,Finding The YAPI Service IP Address,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000046307
360000042967_en-us,Forms > Setting Up Online Forms,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000042967
360000044948_en-us,General > Finding YAPI,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000044948
360000046348_en-us,General > Sharing YAPI Dashboard Layout,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000046348
360000047628_en-us,InstaReview™ > An Introduction to InstaReview™,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000047628
360000051668_en-us,Linking Office & YAPI Phone Numbers,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000051668
360000047828_en-us,Marketing > The Mail Queue,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000047828
360000043427_en-us,Other Ways To Communicate With YAPI (video),01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000043427
360000044528_en-us,Recall > Setting Up the Recall Manager,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000044528
360000044808_en-us,Recall > Working With Recall Manager,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000044808
360000047248_en-us,Reports > Daily Activity Reports,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000047248
360000043487_en-us,Reports > Quick KPI Reports,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000043487
360000051528_en-us,Restarting YAPI Services,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000051528
360000050868_en-us,Selecting a Network Card on Computers With More Than One,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000050868
360000052008_en-us,Setting Date & Time Format For Canada,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000052008
360000043827_en-us,Setting Up Post Visit Survey & Review Requests (video),01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000043827
360000050628_en-us,"Troubleshooting Error E041 ""Unable To Locate Service""",01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000050628
360000046647_en-us,Troubleshooting Network Connectivity Problems,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000046647
360000051488_en-us,Uploading Your Logo To YAPI,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000051488
360000051728_en-us,Verifying a Mobile Phone Number,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000051728
360000050328_en-us,Visual Traceroute,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000050328
360000047687_en-us,YAPI Data Services May Produce False Positive in Norton Antivirus,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000047687
360000048528_en-us,YAPI Network Port Configuration,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000048528
360000051948_en-us,YAPIservice.exe May Cause False Positive In McAfee Antivirus,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000051948
360000048027_en-us,"YAPI Startup Throws ""Configuration system failed to initialize"" Error",01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000048027
360000038088_en-us,Always Restart YAPI Service After PMS Update,01/17/2018,https://help.yapicentral.com/hc/en-us/articles/360000038088
360000035027_en-us,Installing YAPI Workstation,01/17/2018,https://help.yapicentral.com/hc/en-us/articles/360000035027
360000038068_en-us,Is YAPI G5 Certified/Connected?,01/17/2018,https://help.yapicentral.com/hc/en-us/articles/360000038068
360000037948_en-us,Scheduling Daily Service Shutdown & Startup,01/17/2018,https://help.yapicentral.com/hc/en-us/articles/360000037948
360000034907_en-us,Setting Up MailChimp Integration,01/17/2018,https://help.yapicentral.com/hc/en-us/articles/360000034907
360000034987_en-us,Setting up Recurring Documents,01/17/2018,https://help.yapicentral.com/hc/en-us/articles/360000034987
360000035167_en-us,YAPI Compatible Practice Management Systems,01/17/2018,https://help.yapicentral.com/hc/en-us/articles/360000035167
360000035247_en-us,YAPI Default Password,01/17/2018,https://help.yapicentral.com/hc/en-us/articles/360000035247
360000023008_en-us,Adding an Online Hosted Image to an Email Template,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000023008
360000016908_en-us,Adding a Provider Color,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000016908
360000020947_en-us,Adding a Signature to an iPad Form,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000020947
360000016868_en-us,Adding Custom Patient Alerts,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000016868
360000022768_en-us,Adding Forms to New Patient Packages,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000022768
360000016848_en-us,Adding or Removing an Operatory,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000016848
360000016708_en-us,Adding & Removing Documents from iPad Packages,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000016708
360000015527_en-us,Categorizing iPad Forms,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000015527
360000015607_en-us,Changing Length of Time Messages Remain on Screen,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000015607
360000019408_en-us,Changing Medical Conditions,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000019408
360000021207_en-us,Changing Referral Categories,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000021207
360000019348_en-us,Changing Reminder Options To Not Send Reminder When Patient Has Future Appointment,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000019348
360000018547_en-us,Changing the Amount of Messages a Workstation Receives,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000018547
360000018267_en-us,Changing the Sound of an Alert,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000018267
360000022608_en-us,Checking Patient Mobile Text Log in Patient Finder,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000022608
360000021067_en-us,Creating Canned SMS Messages,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000021067
360000016408_en-us,Customizing an Email Template,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000016408
360000022928_en-us,Enabling Provider Alerts via SMS,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000022928
360000018607_en-us,Have YAPI Open When Computer of Powered On,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000018607
360000017048_en-us,Hiding a Patient's Protected Infomation,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000017048
360000018367_en-us,"How to Check if Survey Reviews are going out, and how often",01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000018367
360000019648_en-us,How to Manually Send Out Reminders When They Haven't Gone Out For The Day,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000019648
360000019628_en-us,Importing Contacts from VCF Files,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000019628
360000018507_en-us,Locating The Workstation and Server IP Address,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000018507
360000017867_en-us,Locating YAPI,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000017867
360000016468_en-us,Making a new Email Template,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000016468
360000021027_en-us,Marking a Patient Called in Recall,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000021027
360000019708_en-us,Messaging Multiple Operatories,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000019708
360000018207_en-us,Restarting YAPI Services from the Dashboard,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000018207
360000018067_en-us,Setting Operatory to In Service,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000018067
360000017308_en-us,Setting Patient Communications Options,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000017308
360000020667_en-us,Taking a Photo For a Patient,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000020667
360000020847_en-us,Taking a Photo of a Patient's Document,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000020847
360000015407_en-us,Uploading Patient Reviews,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000015407
360000016968_en-us,Viewing Dismissed Patient Routing Slips,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000016968
360000020887_en-us,Viewing Patient Schedule from the iPad,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000020887
360000017987_en-us,Viewing the SMS Message Log,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000017987
360000016528_en-us,Where to Find the Review Feed,01/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000016528
115016130048_en-us,Sending Documents to be made as an ipad form,01/12/2018,https://help.yapicentral.com/hc/en-us/articles/115016130048
115015936987_en-us,Installing YAPI on your iPad,01/03/2018,https://help.yapicentral.com/hc/en-us/articles/115015936987
115015908288_en-us,Configuring SonicWall Devices for YAPI,12/20/2017,https://help.yapicentral.com/hc/en-us/articles/115015908288
115015908228_en-us,YAPI Outgoing and Incoming Network Ports,12/20/2017,https://help.yapicentral.com/hc/en-us/articles/115015908228
115013356987_en-us,test,10/12/2017,https://help.yapicentral.com/hc/en-us/articles/115013356987
115012675507_en-us,Dentrix E28.1 - Unable to Import Data Forms,09/22/2017,https://help.yapicentral.com/hc/en-us/articles/115012675507
115012840068_en-us,"Green File or Folder, unable to read or open",09/22/2017,https://help.yapicentral.com/hc/en-us/articles/115012840068
115012592548_en-us,Can I Manually Send Mass or Bulk Text Messages to my Patients?,09/13/2017,https://help.yapicentral.com/hc/en-us/articles/115012592548
115012459828_en-us,add custom pt alerts,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012459828
115012300667_en-us,adding or removing an op,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012300667
115012300407_en-us,add/remove doc from ipad package,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012300407
115012300367_en-us,categorizing ipad forms,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012300367
115012301787_en-us,change alert sounds,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012301787
115012460588_en-us,change med conditions in YAPI,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012460588
115012459388_en-us,change message screen time,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012459388
115012300207_en-us,Customize Email template,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012300207
115012460068_en-us,hide pt's last name,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012460068
115012300467_en-us,How can I Password Protect my Dashboard on the iPad?,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012300467
115012301867_en-us,How do I dismiss a patient from YAPI?,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012301867
115012300087_en-us,How do I Submit Forms to be Made in YAPI?,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012300087
115012459848_en-us,How to set the Provider's Color in YAPI,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012459848
115012300267_en-us,Making an email template,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012300267
115012301847_en-us,pt survey frquency,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012301847
115012301247_en-us,recall settings - do not send reminder if appointment exist,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012301247
115012301207_en-us,remove pt from communication 2,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012301207
115012301747_en-us,restarting YAPI from dashboard,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012301747
115012460628_en-us,Setting Operatory To In Service/ When You Can't Move A Patient Into An Operatory,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012460628
115012459348_en-us,set workstation to receive pt text,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012459348
115012300287_en-us,upload pt surveys,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012300287
115012300927_en-us,view pt routing slip,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012300927
115012460128_en-us,view text log,09/08/2017,https://help.yapicentral.com/hc/en-us/articles/115012460128
115012278427_en-us,How can I find a missing iPad document that was previously filled out?,09/07/2017,https://help.yapicentral.com/hc/en-us/articles/115012278427
115012435688_en-us,How Do I Remove an In Office Patient from a Communication Option?,09/07/2017,https://help.yapicentral.com/hc/en-us/articles/115012435688
115012278167_en-us,How do I view iPad Forms?,09/07/2017,https://help.yapicentral.com/hc/en-us/articles/115012278167
115012392508_en-us,Can't find YAPI / Locate YAPI,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012392508
115012392228_en-us,"Forms > Using an iPad in ""Family"" Mode for Forms",09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012392228
115012238867_en-us,Forms > Using an iPad to Sign a Treatment Plan,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012238867
115012392188_en-us,Forms > Using an iPad to Sign Consent Forms,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012392188
115012238947_en-us,Forms > Using an iPad to Sign New Patient Intake Forms,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012238947
115012392248_en-us,Forms > Using Online Forms,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012392248
115012245627_en-us,How do I Import New Forms to YAPI?,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012245627
115012245607_en-us,How do I Make a Form Available for Signing?,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012245607
115012386908_en-us,Saving your Dashboard Layout on your YAPI Workstation,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012386908
115012233007_en-us,Sharing your Dashboard Layout to other workstations,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012233007
115012232847_en-us,The Document Queue is Blue,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012232847
115012392328_en-us,Update Billing Information / Update Credit Card for your YAPI subscription,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012392328
115012238767_en-us,Update Credit Card on File,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012238767
115012392148_en-us,Using An IPad To Sign A Treatment Plan,09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012392148
115012386828_en-us,"YAPI Opens, but I Can't Find or Locate YAPI",09/06/2017,https://help.yapicentral.com/hc/en-us/articles/115012386828
115012149447_en-us,Introduction to Patient Alerts,09/02/2017,https://help.yapicentral.com/hc/en-us/articles/115012149447
115012304908_en-us,Your Guide to Patient Alerts,09/02/2017,https://help.yapicentral.com/hc/en-us/articles/115012304908
115012250028_en-us,How does Patient Engagement work for me?,09/01/2017,https://help.yapicentral.com/hc/en-us/articles/115012250028
115012098387_en-us,"Is YAPI really ""True Paperless""?",09/01/2017,https://help.yapicentral.com/hc/en-us/articles/115012098387
115012098547_en-us,"Practice Dashboard, Everything you need to know about your patients",09/01/2017,https://help.yapicentral.com/hc/en-us/articles/115012098547
115012249828_en-us,What Plans and Features does YAPI Offer?,09/01/2017,https://help.yapicentral.com/hc/en-us/articles/115012249828
115012089847_en-us,How do I Enable Patient Text Message Alerts,08/31/2017,https://help.yapicentral.com/hc/en-us/articles/115012089847
115012089467_en-us,How do I upload/update my practice logo?,08/31/2017,https://help.yapicentral.com/hc/en-us/articles/115012089467
115012241788_en-us,Which Apple iPads does YAPI Support?,08/31/2017,https://help.yapicentral.com/hc/en-us/articles/115012241788
115012090547_en-us,Which Practice Management Software (PMS) does YAPI integrate to?,08/31/2017,https://help.yapicentral.com/hc/en-us/articles/115012090547
115012001427_en-us,123 4-5-6 &*( Errors __({123} E28.5 Error5,08/29/2017,https://help.yapicentral.com/hc/en-us/articles/115012001427
115012153388_en-us,How do I install YAPI Writer?,08/29/2017,https://help.yapicentral.com/hc/en-us/articles/115012153388
115012002207_en-us,How do I Send an Email Blast to my Patients?,08/29/2017,https://help.yapicentral.com/hc/en-us/articles/115012002207
115012153748_en-us,How do I test YAPI Writer?,08/29/2017,https://help.yapicentral.com/hc/en-us/articles/115012153748
115011978827_en-us,Installing YAPI on a New Computer,08/29/2017,https://help.yapicentral.com/hc/en-us/articles/115011978827
115012130408_en-us,July 2018 Windows Update - Schedule YAPI Service Reset in Task Scheduler,08/29/2017,https://help.yapicentral.com/hc/en-us/articles/115012130408
115012001087_en-us,Patient Engagement Introduction Video - Open Dental,08/29/2017,https://help.yapicentral.com/hc/en-us/articles/115012001087
115011979167_en-us,What is YAPI's default password?,08/29/2017,https://help.yapicentral.com/hc/en-us/articles/115011979167
115012001267_en-us,When does a ‘Save The Date’ email send to a patient?,08/29/2017,https://help.yapicentral.com/hc/en-us/articles/115012001267
115011939528_en-us,How do I Customize my Help Center?,08/22/2017,https://help.yapicentral.com/hc/en-us/articles/115011939528
115011939548_en-us,How do I Publish my Content in Other Languages?,08/22/2017,https://help.yapicentral.com/hc/en-us/articles/115011939548
115011939488_en-us,Welcome to Your Help Center!,08/22/2017,https://help.yapicentral.com/hc/en-us/articles/115011939488
115011939508_en-us,What are These Sections and Articles Doing Here?,08/22/2017,https://help.yapicentral.com/hc/en-us/articles/115011939508
